drugName,review,rating
Loratadine / pseudoephedrine,"""i started this medication 5 days ago due to post nasal drip, phlegm coughs, runny nose... my doctor told me to take 24 hour. as far as side effects: i experienced slight insomnia...a little longer to fall asleep, my head is not quite clear, i feel a little foggy, when i need to concentrate and a little fatigue. no major side effects. the medication has helped but has not completely ""cured"" me. so overall, it's worked but it's not a miracle.""",8
Citalopram,"""celexa helped me immensely with my social anxiety. it completely changed my personality for the better. i finally felt confident and stopped having frequent anxiety and panic attacks. 
     the only downside to taking this drug was that it was a bit too good at reducing my anxiety. i gained a total of 80 pounds in the first two years of taking it. i used to be obsessed with my weight, weighing myself multiple times a day and having anxiety attacks over it.  celexa took away my insecurities, but at a major cost to my physical health. 
     i was on celexa for 7 years and only decided to try something else because i was having difficulty becoming motivated to lose weight, and found that it was not helping me enough with depression.""",8
Relafen,"""i was given this medication after i injured both feet in sparring in my thai boxing class. after two weeks of slow healing a second doctor gave me this and it sped up healing. upon returning to class and new injuries it works well.""",9
Nexplanon,"""i have had this thing in my arm for almost a week and i feel like a basket case! i am crying all the time and angry about everything. i feel depression creeping on me. i know not everyone has this same experience but be careful! i have been clinging to the lord this week. i couldn't imagine how things would be if i didnt know myself well enough and i didnt know jesus. needless to say this thing is coming out asap. i was going to give it a month but i don't think i can last that long!""",1
Otezla,"""i was on the 28 day starter pack made it to the regular dose of 30 mg 2x aday
severe headaches like i have never experienced before, i have had migraines for over 40 years these were worse. md reduced dose to 30 once a day.
still had some headaches, jaw pain and nausea the side effects have outweighed the good- no real improvement in hands - will stop taking otezla 
it also made me extremely moody and angry.""",1
Bupropion / naltrexone,"""fantastic, i couldn't tolerate 2 pills am and 2 pills pm( some insomnia caused by anxiety) so doc kept me at 2 pills am and 1 pill pm and that works fine. cravings are gone, not turning to food for comfort, and satisfied with normal food portions, this drug is incredible, wish it was around years ago.word of advice, if it causes insomnia, take the pm dose about 7-8pm rather then right before bed.  i do have some minor side effects such as anxiety , headache and stuff, but worth putting up with for a drug as effective as this, if your very overweight and nothing else has helped, run, don't walk to your doctor and ask him about starting contravene, you'll be glad you did""",10
Drospirenone / ethinyl estradiol,"""this was my first pill i have ever tried, and it was by far the worst one. depression is a silent killer, no sex drive, tired, weight gain. it was not healthy for me, when i quit it i felt much better and became myself again, not worth it.""",1
Lexapro,"""i have gone through a lot these last 5 months from changing careers and moving and having two deaths in my family. i was having bad crying jags and feeling really down. my anxiety was very high. i have been on this medication for about 4 days now and i feel a sense of peace and all my mind-chatter has left. i know the full dose has not kicked in yet so i'm hoping to feel better and better. i was totally against taking anything but sometimes you just need that extra push. in the beginning i did feel very tired but that has lifted. i feel clear headed and plan to stay on this for a little just to get back to normal.""",8
Clarithromycin,"""my ailment wasn't actually bronchitis, but tracheal irritation - it wasn't in my lungs. i started taking it after being exhausted from coughing. i had diarrhea after the first day, because i took the first dose too late after breakfast. since then, i took it in the middle of breakfast and haven't had any gi symptoms since. my cough and chest showed an almost immediate improvement! what a difference! i have also been limiting my sugar intake (to prevent a yeast infection), eating yogurt every day and taking acidophilus to prevent further bowel irritation. so far so good. i have 4 days left. i noticed a bitter taste in my mouth about 2 days ago. i felt reassured after reading some of the comments here that it is a side effect.""",9
Belsomra,"""my doctor prescribed for menopausal insomnia, it has helped me tremendously, i am finally sleeping thru the night.  give it a chance, everyone reacts different to medications.  for me its great.""",10
Tramadol,"""i have dealt with rls for a number of years. i suffer from insomnia  but i would take melatonin, lunestra, ambien and they did nothing but aggravate my rls worse.  nothing like being tired and agitated because of the constant need to move my legs.  i had to have a hysterectomy in april and they sent me home with tramadol after a week i noticed i had not had an rls episode for the entire week.  i didn't take it one night because i wasn't having any pain from surgery...rls kicked in.  realized the tramadol was keeping the rls at bay.   if i don't take it before the rls kicks in, it's not quite as effective.""",9
Lorazepam,"""i have social anxiety & knew i'd literally fail out of grad school if i did not do something about my immense fear of public speaking (when my social anxiety is at its worst). i'd have a shaky voice, dry mouth, nausea, my heart would race and i would be physically shaking. knowing those physical side effects would happen just made me more nervous and make it even worse.  i take one of these an hour before my presentations now (and only when i have a presentation, like every few weeks, it's not a daily thing!) & it *definitely* lowers the physical effects so i can get through it, though i still get (way less) nervous. i only get a slight shaky voice, but my heart does not race, no dry mouth, nausea & i don't shake. it was honestly a life saver for me.""",10
Humira,"""i was against taking this medication until my flare-ups were so bad i was not able to walk or use my arm.
i am so grateful for this medication. i just had my 3rd dose (every other week). other than the extreme pain during the shot and a bit unsettled for about 10 minutes after, i say this medication is a miracle.  i am 99.75% pain free ~ the first time in over a year.  so far no side effects other than very thirsty.  cutting down on coffee and have increased my water intake.  i worry about possible future side effects but not being able to move is not living.""",10
Implanon,"""i had implanon inserted in june 2015 and currently still have the implant. i have experienced so many body changes that it urged me to look up the side effects. i found all of these posts and can't believe it!!! it all makes sense now! i have gained almost 10 lbs, have less of a sex drive, feel like a crazy person, my hair stopped growing, and worst of all i have my period randomly with spotting alllll..... the time! it's hard to have sex or want to have sex when you're bloated and spotting 3 weeks out of the month! i am over this! i'm getting this out asap!!! thank you ladies!:)""",2
Abacavir / dolutegravir / lamivudine,"""i was born with hiv  my birth mother transfer it & had it all my life. never taken medicine my immune system dropped drastically i got a thrush in my mouth and my skin started to break out really bad. i've been on triumeq for 3 days and i must say i think i'm only taking this medicine with food. geez the nausea has been tough and a lil lost of appetite i did have to use antifungals as well due to the thrush but hoping it does gets better. i'm excited for this journey, it's encouraging to read other stories... """,5
Levonorgestrel,"""i got my iud put in almost 6 months ago. not going to lie, getting it in was really uncomfortable, however after the first day, the pain got less and less. i'm 22 without kids, so my cervix has never been dilated (this is why it was it hurt more than usual).

after the first two months i noticed my skin was breaking out a bit on my back and chest - however i had just come off the pill so i'm not sure if that was what caused it, or if my hormones were just all over the place. the months that followed i stopped getting my period altogether, this has been great! 

sometimes i think i can feel pressure inside, where the iud would be, but i can't be sure. i think the most important is to not to get inside your head. just listen to you!""",10
Clonidine,"""i began with the patch at .1 dose and have been on it d for 6 days and the hot flashes are worse then ever. the only good news is my blood pressure is low .""",1
Desvenlafaxine,"""for all of those who are hesitant to start... don't be. after only one day on pristiq i became aware of how imbalanced my brain was and how totally irrational my thoughts were. i know it's hard to admit that you need it, but there is no need to suffer so much. i had almost no side effects (it is day 4 now) and i feel much more confident and calm, no more compulsive crying and victimization. they say it gets better after 3 weeks, if that's the case and i already feel great, i can't wait!""",9
Acanya,"""i have been using this product for a week and my skin has been amazing! i would get small zits all over and they have completly gone away and no new zits have come up! no reddness or dryness. i have very oily skin! i recommend this to everyone!""",10
Vortioxetine,"""i'm on day 7. side effects have been bearable. a bit of nausea and light headedness. the one side effect i'm dealing with the most now is drowsiness but apparently it should all subside in the next week or so. mood-wise, today, i'm feeling moodless. neither happy or sad. kind of a weird feeling but i guess it's better than me crying and feeling anxious so that's a positive thing. hopefully things get better.""",7
Contrave,"""i started contrave daily 3 months ago. initially, i had a bit of trouble falling asleep and felt mildly light headed and sometimes dizzy and lightheaded  when i was getting out of bed or getting up up from a chair. i did not think this new pill was working for me and then,as i hung in and with patience-i began to lose weight.
i am happy to report i have now lost 25 lbs. it has been so very long that i have been able to lose this kind of weight.
i a very pleased.
just hope contrave is safer than the last fda approved diet pill, that caused heart valve damage.

lauren r""",9
Nitrofurantoin,"""it says on the bottle to take this medicine with food. this is probably why you are experiencing nausea and fatigue. 

it's a great medicine and a great alternative and preventative if you're like me and suffer from chronic uti's.""",8
Xenical,"""i've been reading some of the reviews on xenical and i find some of you complain the drug doesn't work. let me just clear some stuff up for you. if you aren't a calorie limit diet, you still eat whatever you want and you hardly move a muscle then this drug is not for you. this isn't a magic pill that will make you lose weight overnight without any effort, you have to make the effort to exercise a little, moderate your food proportion and set a calorie limit every day. xenical just absorbs the food's fats but it's your job to make sure the fat intake is low so you won't have a bad time in the bathroom. 2 weeks ago i weighed 315 and that was my heaviest weight. today i'm 293 and i already started my weight loss goal before taking xenical""",10
Escitalopram,"""my son is 8yrs old and has asperger's with an emphasis in anxiety. when the doc prescribed lexapro at 10mg he had a manic episode, but when decreased to 5mg my son smiled for the first time in 2yrs! for a mom there is no greater feeling. we have to occationally use an additional anxiety medicine durning periods of intense stress but for maintenance therapy it's great. i only gave it a rating of 7 due to the severe weight gain he has experienced. good luck to all who suffer""",7
Zomig-ZMT,"""this product seemed to work really fast but sometimes it wouldn't take care of all the pain from the migraine. also, i noticed when i do a hard body workout at the gym and if i get a migraine the next day or two, after that workout the medicine made my body ache real bad. my chest, arms, and legs would really hurt from the constricting blood vessels. """,7
Sildenafil,"""viagra works great. get a little headache from the blood pressure drop. but it works great better than i thought! my insurance would not pay for it. brought it overseas very very cheap.""",9
Ethinyl estradiol / norethindrone,"""i recently switched from junel fe 1/20 to this birth control (free sample from gyno) and i'm switching back to junel fe 1/20 asap. lo loestrin fe has caused me to gain about 10-15 lbs and i've only been on it a month. i constantly feel bloated, hungry, and my breasts felt huge. i have also started losing my hair because of this birth control. it caused me to have horrible mood swings...it was like i was pmsing the entire month i was on it. please stay clear of this birth control.""",1
Venlafaxine,"""if i could i would give this a 0. i was put on effexor for anxiety, the little depression that i had and i was told by my doctor that it would help with nausea. all was fine for a while, but when i ran out of the pills i would get very violently ill and could barely see straight. effexor messed with me emotionally, it made me more depressed and had a opposite effect on me. now getting off the pills was the worst. it took 6 months from 150mg to 0. brain zaps, could barely walk in a straight line, walls would be moving and feeling sick 24/7. my advise to anyone is take effexor with caution and just remember your body will become dependent on effexor.""",1
Differin,"""this cream has been amazing for me. at first i wasn't seeing anything good except more spots, and sore skin. my boyfriend said why am i using cream to make me look worse.  but i knew you had to stick at it. i got frustrated so i applied peroxide as well which was great to rid the spots fast but meant my skin all flaked off. that was horible at the time but got rid of every scar and blemish. like a chemical peel i guess. then 2 months in i really noticed the difference. now about 4 months in and for about 2 months now i have had skin i had wished for for years. clear, and no marks and can leave without make up. i honestly wish this was over the counter and don't get why it isn't because it would help so many more people who dont go to the gp""",10
Effexor XR,"""been on venlifaxine 75 mg a day for a month. 
it's the first time i've felt normal in 30 years.  i tried everything else and it helped but this is perfect.  no side effects.""",10
Nexplanon,"""after doing a lot of research and talking to my doctor about my options (she recommended an iud but after looking into iud options the pain of insertion didn't seem worth it). i had nexplanon inserted in february of 2016. the insertion was literally painless. i am a big wimp when it comes to shots and needles in my arm and i couldn't feel the numbing shot. i had a large bruise afterward, and my arm was sore for the following week but manageable. over the following months, i definitely gained weight, but i attribute that to bad eating habits and lack of exercise (lost all the weight pretty quick after resuming a healthy diet). i never experienced any heavy bleeding, just skipped a month between menstrual cycles.""",10
Ethinyl estradiol / norgestimate,"""this has been the worst pill ever. i have been bleeding for 13 days and it has not stopped yet. i had to go to my obgyn for evaluation and told to stop taking them right away. i start my new pill tri sprintec next i have taking that for seven years and never had a problem with. the only reason y it got switched is because the pharmacy told me it was the generic.""",1
Blisovi 24 Fe,"""i've never taken birth control before and i was given this by my doctor because i have heavy bleeding and menstrual cramps. i only took this pill for 3 weeks and they have been the worst 3 weeks of my life. i've struggled with depression but this pill worsens my depression. i've had panic attacks and my anxiety is almost unbearable. i'm always nauseous and i'm unable to eat and as a result i've lost a ton of weight. as someone that's already very skinny this is not a good side affect. i went from being a pretty active, healthy individual to a depressed always tired and irritable mess. i've been off the pill for about a week and i'm still experiencing symptoms. hopefully they will go away""",1
Etonogestrel,"""i have had implanon for about two years. i love the fact that i haven't gained any weight the only problem i do have are the mood swings. i can relate to a lot of the comments that people have left about not feeling yourself and not knowing the source of the horrible anger. my mood swings are making me reconsider this birth control because i feel it's affecting my relationship. i have had times where my period came for 2 1/2 months and really bad cramps. but on the other hand it's a relief not having to take pills everyday or go through the pain of the iuc or iud""",8
Nasacort,"""i developed terrible seasonal allergies when i hit my 40's.  i tried oral meds but most of them aggravated my benign heart arrhythmia.  my allergies are so bad in the spring i would end up sleeping upright on the couch and still wake up gasping for air - airway totally blocked.  my husband did some research and found nasacort.  it's really changed my life - i can enjoy spring again!  i love this product.""",10
Ethinyl estradiol / norethindrone,"""i’ve been on this birth control for a month this week and i thought i liked it up until these last few days. i’ve noticed a lot of mood swings, increased anxiety, and this little part of me wants to say depression but i’m not sure if my increased anxiety is making it worse for me. enough for me to bring it up to my primary care doctor. for the past few days i’ve been having anxiety about having depression like as if i’m scared to become depressed and i don’t like it at all. i originally started this birth control because i’ve had irregular periods since i had my baby a year and a half ago but unfortunately  it’s a huge no for me.""",1
Sulfamethoxazole / trimethoprim,"""i took this antibiotic after trying cipro, which was too strong for me. after finishing the 4 days i was on them for, my uti was still present. some days it was even worse. this antibiotic didn't work to get rid of my infection, even though the doctor claimed my urine in the lab was responsive to it. not to mention these pills gave me god awful headaches and insomnia. overall it lessened the burning and stinging and smell, but didn't clear my infection.""",3
Citalopram,"""i was on this for a little over a year and all it did was make me gain 30 pounds. i started taking it for anxiety and it helped, but then i became very depressed. it also made me crave carbs..hence the 30 lb weight gain. i'm on cymbalta now and doing so much better.""",3
Sertraline,"""these reviews helped me so much when i first started zoloft over 5 weeks ago that i wanted to post my experience.  after several weeks of increasingly worsening panic attacks at work, i ended up in the hospital. a year ago my psych dr switched me from cymbalta to a mood stabilizer and things were good until november as stress at work increased.  i was depending on too much bromazepam to get through the day.  my gp started me on 50 mg of zoloft and my anxiety was so bad also tremors for 4 weeks i was sure i would have to quit working or cut my hours.  but this monday on week 5 was amazing.  i still have some anxiety but i seem to be able to handle it now.  it's like i have my confidence back. good luck!""",10
Microgestin Fe 1 / 20,"""i have been on microgestin for 3 years now and ever since i got on the pill i have noticed something very strange that was super uncomfortable and uncontrollable, excessive sweating. for the past 3 years, i have tried every type of deodorant, anti-perspirant, and even getting laser in my armpits! just last night i connected to dots and it all led back to this pill. i have a hormone imbalance and i still have to find another alternative for birth control. with reading the different reviews keep in mind that every woman's body is completely different and all have totally different hormones and ways that your body can react to it. something to take from my experience: look into better birth controls before deciding on this pill in particular.""",3
Zenatane,"""my son started zanatane 5 months ago after trying everything  else. this is the only thing that has cleared his skin (took almost 5 months) his dr started him off w/ 20 mg twice a day..now he is taking 60 mg twice a day.  to those complaining about side effects...his dr stated he must take this w/high fat foods...peanuts, peanut butter, bacon, etc.(2 help absorb the med)  his 1st 2 blood tests came back a little high so she did not up his dosage. he ate more fat when taking the pills (few scoops pb)& now on higher dose his counts are good.  do not listen 2 scary stories about this med.  his dr said she has been prescribing for 12 yes & never had a bad side effect reported (other than dry skin, lips). wish he went on this sooner (18 yrsold)""",10
Drospirenone / ethinyl estradiol / levomefolate calcium,"""i'm 29 and have been on safyral for 3 months now for irregular bleeding. i have breast tenderness, bad cramps, acne and i am also very moody! my anxiety level has raised a little and the bleeding is heavier than normal. this is also my first time ever taking the pill. this is my last pack i'm taking.""",7
Fluconazole,"""after nine years with a fungal infection on the skin, i was given 100 mg/week for a month. i already took the last pill of the course, and all it has done so far is turn the spots pink and make them slightly bigger, and some itched more often (although one looks like it's starting to disappear)! 
    but the side effects! oh, the side effects! after the first pill, i felt extremely dizzy, headachy, and nauseous for an hour after bedtime. the next day, i had little appetite that only recovered that evening. the next two times, i took two rolaids, which helped with the nausea. that left the headache to contend with all day the day after i took the pill.i took two ibuprofen three times to combat the headaches on the last pill. what a joke!""",5
Desyrel,"""trazodone felt good at night, and i slept well, but i would be so nauseous the next day that all i could eat was crackers and drink 7up, and i got the poops.""",2
Medroxyprogesterone,"""i'm on the third shot of depo-provera. i have no more periods but the side effects right now are horrible. i have headaches, my stomach is hurting painfully most of my time. i've been having hot flashes. i did get dizzy yesterday. but i haven't gained any weight, in fact i've lost 5 pounds but my only concern is my stomach pain, it gives me nausea. i never vomit i only feel like it. it's huge cramping, and sometimes bloating.""",7
Trazodone,"""the secret to successful trazodone use is to take it at the same time every night. i do 8:30. then you need to go to bed within an hour for me.... if i don't go to bed relatively soon after taking it the opposite effect sometimes happens. i get a solid sleep.  no movement,vivid dreams which i actually look forward to.""",8
Norethindrone,"""i had 3 surgeries in 3 years for endometriosis. tried several different birth control pills and lupron. i missed over 80 days school each year for two years and then was home bound for several months a third year due to the chronic pain of endometriosis. after about 6 months on aygestin and several doses i was back to ""normal."" since then i have only had one surgery in 6 years. i have taken the medicine daily for 7 years, without it i don't know where i would be.""",10
Dimenhydrinate,"""i have been experiencing motion sickness every time i travel by plane and decided to give this a try. not only did i not experience any nausea, but it knocked me out for my two hour flight! i fell asleep while people were still boarding and woke up when the plane hit the ground again. amazing!""",10
Miconazole,"""used the one day insert and about 20 mins. in i was on fire and itching so bad. i wanted to jump in the tub but i just prayed and felt asleep. woke up that morning it hurted to wipe. never again otc.""",1
Lyrica,"""i'm a 33 year old man who has felt like an elderly man for the past 10 years.  i have had every test under the sun and no one ever diagnosed me with fibromyalgia because my pain was all on the left side (ipsilateral).  the pain started 10 years ago with a car accident and has severely impacted my life.  i have used diet, exercise and massage to manage the pain but a recent flare up made me reach out to my doctor once again.  she wanted me to try lyrica because i have every classic tender point on my left side only and after the first pill i knew something was better.  i am 3 days in and feel like wonderful.  i still have some aches but feel like this is a miracle. """,8
Carisoprodol,"""all i can say is wow! i have taken so many different muscle relaxers as well as different narcotics, and this is one of the best medicines i have ever tried. it's hard to get relief with 2 herniated discs in my lower back but with the soma i took it and 20 minutes later i felt more relaxed and my muscles just seemed to have let go of the tension and the spasms just subsided. however please be sure to take it as directed.""",10
Levonorgestrel,"""i'm 20 years old and i've been on various forms of birth control since i was 16 due to horrible cramps, among other things. i could never find one that worked quite right with minimal side effects. i was nervous about an iud at first, but 8 months later and i absolutely love it. i haven't had a period in 5 months, and have had none of the typical negative effects that i got from the pill. i would recommend this to anyone, and the insertion procedure is nowhere near as bad as the reviews say!""",10
Bupropion / naltrexone,"""i started contrave last saturday may 6, 2017.  the first couple of days i felt depressed, my head felt a little weird, and i was mildly nauseous. by monday, i felt a lot better. i'm still on just one pill a day.  the only issue i'm having is at night when i go to bed i kinda feel like my heart is racing a little bit.  has anyone else experienced that?  so far that's my only concern.  i have had dry mouth but that's tolerable.  my starting weight was 184ish and this morning i weighed 180.4 which was encouraging.""",9
Buspirone,"""i'm so glad i found this site because it is so uplifting and informative. i have been told that buspar takes a while to start working but after a few days of 10 mg/day i can tell a difference in my attitude.  my neuro in fl that handles my sca said to take this because it has helped with balance issues that sca patients have. haven't noticed yet but will see.  i do deal with some dizziness in the morning after taking it but that's it.  i love it so far.  thanks everyone.""",8
Melatonin,"""i've tried numerous prescription sleep aids.  i'm on 50 mg of adderall throughout the day so i definitely have trouble winding down at night.  ambien and similar prescription medicines only made the insomnia problem worse, buy adding hallucinations to the mix.  a friend recommended i try melatonin.  it's fairly inexpensive, and if i take 3 about 30 minutes before bed i have a full nights sleep and feel rested in the morning.  no weird side effects, like i experienced with the prescriptions i've tried.  works much better than unisom or tylenol pm.  i suggest it to everyone i know having sleeping issues.""",9
Ethinyl estradiol / levonorgestrel,"""i've been taking seasonique for almost 9 months now. 
first month is fine, i don't get my period or any bleeding or any other side effects.
as soon as the second month is almost over, i start spotting and i don't stop spotting until i receive my period at the end of the 3rd month. 
i spot for months straight and it's actually ridiculous. this pill is very expensive and it's only supposed to give 4 periods a year yet all i do is bleed. the spotting is little-to-no blood which is very annoying. my sex drive is non-existent which ultimately makes being on the pill completely pointless.""",1
Amphetamine,"""my child has been on this almost a week and it has made her worse in school and hyper, i am looking forward to seeing the doctor this week, the dose was cut in half after being on it 1 day and no change in behaviour, still not able to focus and refuses all school work and became more defiant.""",8
Gabapentin,"""i read the other comments and decided to try it.  it was wonderful! i've been using neurontin for nerve pain down my leg for 3 months. it's great to know it serves more than one purpose.  thanks everyone.""",10
Etonogestrel,"""ok so mind me, i was only had the implant for a little over a month before i couldn't deal with the side effects anymore. horrible headaches, acne, fatigue, and atrocious mood swings! one second i would get furious at something ridiculous and the next, i could cry because i felt bad for getting so mad! anyway, obviously the doctors told me to wait it out, eventually in about 6 months or so, my hormones would settle. i didn't have time to hope that these symptoms would go away as a had boot camp in 4 months, and i couldn't go being a crazed, hormonal mess! 
every woman is different. my family has a past of being sensitive to permanent /strong hormones such as the bar. if you know you are sensitive as well, i would not recommend getting this""",4
Etonogestrel,"""i was on the depo provera for 5 years. i'm 28 years old and have three children. i have been depo provera ever since i had my youngest child before i left the hospital which is 5 years ago. i wanted to try something new long -term besides the iud. my nexplanon was implanted march 2014. in april i bled for a whole week then after that no bleeding so far. also i have not had any side effects. i get very moody every once a while and that's about it so far.""",8
Lisdexamfetamine,"""i've been on vyvanse for about 2 months now and i've seen a huge improvement in my motivation to do thinks and want to do school work. my grades were really bad before i took vyvanse but now they are excellent. the only downfall to this is i have lost about 20 pounds and it seems like i'm always nervous so i guess i'm going to stop this medicine so i can gain the weight back on.""",7
Levonorgestrel,"""i read the reviews before my skyla insertion and i wish i wouldn't have! it gave me so much unnecessary anxiety. i took 4 ibuprofen beforehand and felt no pain at all, if anything it was uncomfortable. the whole thing was over in 2-3 minutes and i had almost no cramping. i kept up on my ibuprofen every 3-4 hours and had some bleeding/spotting the day of, but overall i felt great. i even went out for lunch immediately after my appointment. everyone's body reacts differently and in the end i'm happy with my decision!""",9
Zarah,"""worst experience of an entire 4 weeks! this was the first time i took an oral contraceptive and i regret it. i've had terrible mood swings. one minute i'm fine, then the next i'm arguing and angry with everyone and everything. i've also gained weight. sex life hasn't been disrupted, however being deeply depressed ruins it anyways. i'm usually happy and alert, however on zarah i've been tires and sleepy. can't wait to finally stop this and try another brand.""",2
Ultram,"""have had fibromyalgia for 17 years, just diagnosed this year. was prescribed ultram for worst pain days. almost completely takes the pain away with 100mg. little to no side effects. first couple times i took it, i felt a little drowsy. i am very happy that my rheumatologist recommended this medication. to get some pain relief and still feel like myself is all i could hoped for! would recommend.""",9
Xanax,"""i have had a lot of bad things happen in my life, and sometimes i wondered why. i felt like i didn't want to live in this world full of evil, hate and violence. xanax has helped me for over 18 years to calm me and let me understand that no matter what happens, i will be ok.  """,10
Transderm-Scop,"""this medicine helped slightly with nausea and vomiting when many others failed.  it is worn on a patch behind the ear and changed every three days.  after 2 weeks i suddenly became allergic, probably from a build-up, and broke out in huge welts where the patch was placed.  i was then switched to the pill form, scopace, with negative side effects after a period of time.""",6
Doxylamine,"""i have been experiencing insomnia for the past several years. i have sleep  apnea and use a cpap machine.  my doctor has prescribed amien for my insomnia but it only works some of the time so i started adding the sleep tabs.  i have read reviews where people have to only take 1/4-1/2 a tablet to sleep, me i can take 2 or 3 with ambien and still stay awake for the night. i'm not sure why but it doesn't work for me.  i'm working with my gp to resolve the issue because i can go for weeks on only 1 or 2 hours a night sleep.  it makes it difficult to focus and be on my game at work. just an fyi for those looking for something that works...""",4
Fastin,"""i am a 32 year old nurse and mom of 5. before i started taking fastin,  i was 269 pounds.  i'm only 5foot 4 inches so needless to say i was huge. i was in size 24 jeans. i began taking these as a last ditch effort to help me lose weight and feel better about myself.   this week i weighed in at 187. (i recommend only weighing once a week on the same day before you eat or drink anything).  i am now in a small size 16, which are big on me.  i will agree that it makes your heart feel like it is going to pound out of your chest,  but that is how i felt when i exercised. i would be huffing and puffing and barely able to stand.  so i feel that in order toactually burn off the fat,  you have to pump the blood harder and faster. works for the obese.""",10
Genvoya,"""i was on a robust regimen (for 8 years) that was working great, but seemed like a heavy load (2 x per day, multiple pills...) and what attracted me was the once per day option and ""easier"" effects on my biology. i began taking genvoya and, unfortunately, lasted only 2 weeks. my fingers were tingly & going numb, my heart rate was stressed, intense fatigue began to be a problem, muscle aches and then my sternum started to hurt . my doc let me know if genvoya proved not to work for me that i could easily go back to my previous med combo. i chose to do go back and voila!, i feel 100% better and all side affects are subsiding or are gone after only 2 days. for me, i felt like i was taking poison - was this really researched?""",4
Liraglutide,"""the side effects of this drug lower the quality of life to the point that i would rather be in pain due to obesity then live another day with gastric pain and nausea and extreme diarrhea. anyone can lose weight when they feel this bad because you are too sick to eat. not a great long term weight loss strategy.""",2
Diazepam,"""i've found that for my sleep problems after trying many and all sleep aids this has had the least amount of side effects and i wake up felling great, not sluggish or with a hangover sensation. 10mg dose has worked wonders with my racing thoughts keeping me awake and to provide a relaxed feeling for a great night's sleep.""",10
Bupropion / naltrexone,"""restarted contrave after taking for one week then got sick with a bad head cold. on my second week and i'm was down 10 pounds but gained 2 back. could be pms...not discouraged. it has made my ""eyes bigger than my stomach"". i work 12 hour night shift and there's always snacks. i would snack throughout the night to stay awake. now i barely graze and i've been craving a lot of fruits and salads. hoping to get some relief from the side effects...very sleepy, mild dizziness and i have this heaviness in my stomach after i take the pill that gets resolved after i eat something that has carbs (fruit, sandwich, crackers and cheese or a cup of soda). it almost feels like a hunger pang. fingers crossed. my doc is happy""",7
Hypercare,"""this was a life changer. i'm an rn, and now in administration. i wear a suit everyday. my underarm sweating was a real problem, and the deodorants i used were killing my clothes. hypercare changed everything. i use it at night. slight burning, nothing major. i can't live without it.""",10
Celexa,"""i've been taking celexa for a few weeks now. i've gained alot of weight.. so much in fact we thought i was pregnant! and i'm not! i've been feeling nauseous, and having cramps. i dont want to have sex anymore and when we do i can't have an orgasm. my period is down to just barely anything (i have an iud that i've had for 3 years). celexa does make me a happier person. i'm playing with my kids now, which before i wouldn't. i just wanted to be left alone and wanted to play my computer. now i do things with my family, i feel happier. """,8
Cryselle,"""i was given this pill as a second option because i felt the other pill i was taking was causing me to gain weight. i notice that with this pill i was not happy. not with the pill, but my personality drastically changed. i was moody, irritable, emotional and down right a pain to be around. i have stopped taking it a week ago, just to see if my mood would improve, and it has. i would say stay away from this pill if you are under stress, as it will add to that negative side of your life.""",1
Roxicodone,"""i have chronic pain and have tried everything and this works best. roxicodone is a great ""break through"" medicine. i take 8, 30mg pills a day as needed.  i also take 3 80mg pills of oxycontin 3x a day for constant pain control.  this is a very large amount but after years it is needed. """,10
Levonorgestrel,"""got it prescribed to try and stop particularly heavy and long lasting periods. i also suffer from breast pain. the mirena has stopped my period, which is a good thing, however i still get the severe breast pains and moodiness associated with pre-menstrual time, and have completely lost any sex drive. also feeling ravenous and putting on weight (two dress sizes in a year).""",5
Citalopram,"""18 months ago i was given prozac for depression and anxiety, which made me feel like a zombie, so the doctor changed to citalopram. i looked online and read that it would be very likely that i would feel worse before i feel better. i was given 20mg and felt terrible for about 3 weeks but knew i had to see it through as i had been on the verge of suicide previously. after about a month i suddenly felt like there was hope. this lasted a few weeks but then i felt the depression/ anxiety returning. over the next couple of months my dosage was put up to 40 mg and this turned out to be the right dose for me.i specifically just waking up one day and feeling different, like my head was just free from worry and i was thinking happy thoughts.""",8
Skyla,"""i had skyla for 3 years. i still remember getting it inserted it was a terrible experience. during the three years i had terrible ache and experienced a hard time losing weight. i was miserable and over emotional. i had the pill before and i liked it a lot better the only concern was remembering to take it so i switched to skyla. i am now switching back to the pill!""",2
Dulaglutide,"""thus far, trulicity has worked for me to get my blood sugars under control.  changing my eating habits,  i can tell that i have lost some weight while using trulicity. others can tell as well.  i know of three other patients who have requested from their physician trulicity as a result of me talking with them about trulicity.""",9
Qsymia,"""i took qsymia for about 6 months.  the side effects i had were dry mouth, tingling toes while seated, and hated the taste of soda.  i changed my diet and exercised loosing about 35 pounds.  qsymia stopped all of my cravings and cut my appetite. i loved it then after about 5 months i noticed it stopped working. my body adjusted to the medication and the side affects stopped after a couple months, but my cravings and hunger returned completely by 6 months.  my dr has changed my medicine to contrave which i will start today. i still have about 20 pounds to go.""",9
Acetaminophen / butalbital,"""i have had severe problems with allergies after moving to a new area. sinus problems and then surgery. i have suffered from migraines and sinus headaches. once the infection cleared cephadyn removed the headache. it does not take care of the severe headache with infection.""",9
